Customer ID,Recency,Frequency,Monetary,r_qt,f_qt,m_quartile,m_qt,RFM Score
14313,171,5,1860,3,3,1,1,331
14314,798,6,6942,1,4,5,5,145
14315,131,11,9480,4,5,5,5,455
14316,56,7,3072,5,4,3,3,543
14317,202,5,2771,3,3,2,2,332
14318,125,5,6096,4,3,5,5,435
14319,592,4,3397,1,2,3,3,123
14320,82,4,2806,4,2,2,2,422
14321,13,6,4844,5,4,4,4,544
14322,69,6,2209,4,4,2,2,442
14323,70,4,3354,4,2,3,3,423
14324,320,7,6587,2,4,5,5,245
14325,57,5,4924,5,3,4,4,534
14326,99,4,5719,4,2,5,5,425
14327,263,3,2088,2,1,2,2,212
14328,147,6,5520,3,4,4,4,344
14329,395,6,4420,2,4,4,4,244
14330,33,8,6861,5,5,5,5,555
14331,125,5,2409,4,3,2,2,432
14332,451,1,1167,1,1,1,1,111
14333,762,4,4115,1,2,3,3,123
14334,96,3,2053,4,1,2,2,412
14335,266,6,5654,2,4,5,5,245
14336,188,6,4415,3,4,4,4,344
14337,146,6,6915,3,4,5,5,345
14338,275,4,4115,2,2,3,3,223
14339,1220,2,568,1,1,1,1,111
14340,108,5,3825,4,3,3,3,433
14341,77,6,4919,4,4,4,4,444
14342,285,7,4501,2,4,4,4,244
14343,607,6,6833,1,4,5,5,145
14344,168,4,3316,3,2,3,3,323
14345,74,6,3418,4,4,3,3,443
14346,708,4,870,1,2,1,1,121
14347,594,3,1197,1,1,1,1,111
14348,5,9,7292,5,5,5,5,555
14349,598,4,3869,1,2,3,3,123
14350,155,5,4997,3,3,4,4,334
14351,126,1,558,4,1,1,1,411
14352,6,5,3863,5,3,3,3,533
14353,189,3,1593,3,1,1,1,311
14354,370,3,2023,2,1,2,2,212
14355,133,9,5067,4,5,4,4,454
14356,143,4,2695,3,2,2,2,322
14357,126,7,6126,4,4,5,5,445
14358,922,2,1988,1,1,2,2,112
14359,747,2,2336,1,1,2,2,112
14360,150,4,4994,3,2,4,4,324
14361,178,7,6438,3,4,5,5,345
14362,90,9,8163,4,5,5,5,455
14363,73,5,4568,4,3,4,4,434
14364,668,2,813,1,1,1,1,111
14365,695,5,2445,1,3,2,2,132
14366,283,9,10044,2,5,5,5,255
14367,309,8,10703,2,5,5,5,255
14368,368,3,5074,2,1,4,4,214
14369,373,2,1248,2,1,1,1,211
14370,95,4,3676,4,2,3,3,423
14371,706,4,1392,1,2,1,1,121
14372,29,4,3715,5,2,3,3,523
14373,98,8,4026,4,5,3,3,453
14374,153,6,4821,3,4,4,4,344
14375,114,5,4644,4,3,4,4,434
14376,99,6,4490,4,4,4,4,444
14377,6,4,1562,5,2,1,1,521
14378,370,2,2600,2,1,2,2,212
14379,54,5,2558,5,3,2,2,532
14380,16,3,1466,5,1,1,1,511
14381,132,3,2070,4,1,2,2,412
14382,353,3,3335,2,1,3,3,213
14383,957,2,3074,1,1,3,3,113
14384,76,2,2388,4,1,2,2,412
14385,258,5,2867,2,3,2,2,232
14386,6,8,6423,5,5,5,5,555
14387,165,3,1793,3,1,1,1,311
14388,10,5,2125,5,3,2,2,532
14389,87,6,4646,4,4,4,4,444
14390,453,4,3822,1,2,3,3,123
14391,82,6,4766,4,4,4,4,444
14392,799,2,1425,1,1,1,1,111
14393,1101,2,1443,1,1,1,1,111
14394,4,3,2004,5,1,2,2,512
14395,215,3,2722,3,1,2,2,312
14396,101,4,3020,4,2,2,2,422
14397,26,5,6259,5,3,5,5,535
14398,19,2,585,5,1,1,1,511
14399,45,5,4269,5,3,4,4,534
14400,664,3,1232,1,1,1,1,111
14401,134,6,6346,4,4,5,5,445
14402,420,3,1154,2,1,1,1,211
14403,37,5,4300,5,3,4,4,534
14404,464,6,7949,1,4,5,5,145
14405,9,5,3335,5,3,3,3,533
14406,29,4,3318,5,2,3,3,523
14407,243,2,2513,3,1,2,2,312
14408,416,5,6528,2,3,5,5,235
14409,95,5,3223,4,3,3,3,433
14410,165,10,6525,3,5,5,5,355
14411,590,3,2965,1,1,2,2,112
14412,695,2,748,1,1,1,1,111
14413,429,3,4521,2,1,4,4,214
14414,808,3,584,1,1,1,1,111
14415,70,8,4127,4,5,3,3,453
14416,847,1,479,1,1,1,1,111
14417,193,8,7654,3,5,5,5,355
14418,206,7,3646,3,4,3,3,343
14419,289,3,5400,2,1,4,4,214
14420,592,3,992,1,1,1,1,111
14421,495,6,4481,1,4,4,4,144
14422,422,2,1067,2,1,1,1,211
14423,803,1,443,1,1,1,1,111
14424,165,3,2742,3,1,2,2,312
14425,28,4,2808,5,2,2,2,522
14426,440,4,6470,1,2,5,5,125
14427,555,4,4558,1,2,4,4,124
14428,195,7,6990,3,4,5,5,345
14429,31,7,5182,5,4,4,4,544
14430,97,4,4845,4,2,4,4,424
14431,122,7,6042,4,4,5,5,445
14432,324,7,4739,2,4,4,4,244
14433,321,6,2627,2,4,2,2,242
14434,123,6,5979,4,4,5,5,445
14435,129,3,2015,4,1,2,2,412
14436,21,4,4541,5,2,4,4,524
14437,285,6,4789,2,4,4,4,244
14438,537,7,7621,1,4,5,5,145
14439,424,5,1599,2,3,1,1,231
14440,103,4,4314,4,2,4,4,424
14441,718,5,3156,1,3,3,3,133
14442,196,6,4029,3,4,3,3,343
14443,14,2,1728,5,1,1,1,511
14444,85,4,2253,4,2,2,2,422
14445,21,9,6406,5,5,5,5,555
14446,155,5,3248,3,3,3,3,333
14447,313,7,3705,2,4,3,3,243
14448,108,6,5430,4,4,4,4,444
14449,86,4,3829,4,2,3,3,423
14450,313,10,10753,2,5,5,5,255
14451,20,5,4637,5,3,4,4,534
14452,577,4,3161,1,2,3,3,123
14453,62,10,5568,4,5,4,4,454
14454,113,5,3556,4,3,3,3,433
14455,244,3,3101,3,1,3,3,313
14456,447,2,1696,1,1,1,1,111
14457,54,8,2967,5,5,2,2,552
14458,82,3,1592,4,1,1,1,411
14459,27,3,1647,5,1,1,1,511
14460,221,8,4530,3,5,4,4,354
14461,339,1,278,2,1,1,1,211
14462,374,4,1633,2,2,1,1,221
14463,379,5,3652,2,3,3,3,233
14464,153,3,2618,3,1,2,2,312
14465,47,5,6619,5,3,5,5,535
14466,114,2,2202,4,1,2,2,412
14467,187,5,2560,3,3,2,2,332
14468,335,4,3066,2,2,3,3,223
14469,128,4,1302,4,2,1,1,421
14470,464,6,5249,1,4,4,4,144
14471,109,4,3659,4,2,3,3,423
14472,138,7,4083,4,4,3,3,443
14473,359,7,7968,2,4,5,5,245
14474,112,8,6978,4,5,5,5,455
14475,47,2,1884,5,1,1,1,511
14476,20,3,1000,5,1,1,1,511
14477,42,7,3598,5,4,3,3,543
14478,173,5,2557,3,3,2,2,332
14479,972,1,411,1,1,1,1,111
14480,23,6,4451,5,4,4,4,544
14481,294,5,4734,2,3,4,4,234
14482,76,4,2037,4,2,2,2,422
14483,455,6,5093,1,4,4,4,144
14484,216,8,3124,3,5,3,3,353
14485,411,3,2582,2,1,2,2,212
14486,238,4,3324,3,2,3,3,323
14487,59,9,6285,5,5,5,5,555
14488,337,5,4150,2,3,4,4,234
14489,146,7,3824,3,4,3,3,343
14490,18,9,8803,5,5,5,5,555
14491,17,9,4165,5,5,4,4,554
14492,104,4,6019,4,2,5,5,425
14493,215,5,3049,3,3,2,2,332
14494,752,4,3470,1,2,3,3,123
14495,57,4,2187,5,2,2,2,522
14496,306,2,1764,2,1,1,1,211
14497,89,5,3553,4,3,3,3,433
14498,231,7,6296,3,4,5,5,345
14499,89,4,1474,4,2,1,1,421
14500,640,5,5282,1,3,4,4,134
14501,359,8,8703,2,5,5,5,255
14502,453,3,4215,1,1,4,4,114
14503,697,3,1966,1,1,1,1,111
14504,398,10,4729,2,5,4,4,254
14505,172,8,5241,3,5,4,4,354
14506,191,5,3030,3,3,2,2,332
14507,154,7,5908,3,4,5,5,345
14508,249,5,4725,2,3,4,4,234
14509,125,3,2489,4,1,2,2,412
14510,234,5,3304,3,3,3,3,333
14511,1044,2,1725,1,1,1,1,111
14512,181,4,1493,3,2,1,1,321
14513,997,2,1514,1,1,1,1,111
14514,26,5,4678,5,3,4,4,534
14515,17,9,6759,5,5,5,5,555
14516,132,7,4014,4,4,3,3,443
14517,673,2,536,1,1,1,1,111
14518,387,3,3846,2,1,3,3,213
14519,650,4,2759,1,2,2,2,122
14520,127,4,3853,4,2,3,3,423
14521,177,5,1896,3,3,1,1,331
14522,829,5,3416,1,3,3,3,133
14523,1096,1,171,1,1,1,1,111
14524,348,4,1106,2,2,1,1,221
14525,328,4,2688,2,2,2,2,222
14526,17,5,5039,5,3,4,4,534
14527,44,3,1649,5,1,1,1,511
14528,691,5,3813,1,3,3,3,133
14529,113,6,4617,4,4,4,4,444
14530,594,3,1135,1,1,1,1,111
14531,221,1,140,3,1,1,1,311
14532,48,8,5541,5,5,4,4,554
14533,22,6,3444,5,4,3,3,543
14534,484,3,2935,1,1,2,2,112
14535,82,8,7738,4,5,5,5,455
14536,21,3,624,5,1,1,1,511
14537,43,12,5074,5,5,4,4,554
14538,64,8,3652,4,5,3,3,453
14539,474,8,6304,1,5,5,5,155
14540,50,6,3635,5,4,3,3,543
14541,80,4,4759,4,2,4,4,424
14542,118,6,7439,4,4,5,5,445
14543,280,4,4787,2,2,4,4,224
14544,309,5,3181,2,3,3,3,233
14545,27,3,2079,5,1,2,2,512
14546,922,3,1315,1,1,1,1,111
14547,391,6,2713,2,4,2,2,242
14548,1078,5,5630,1,3,5,5,135
14549,83,7,4923,4,4,4,4,444
14550,48,3,2260,5,1,2,2,512
14551,424,3,3514,2,1,3,3,213
14552,137,4,3772,4,2,3,3,423
14553,4,11,7277,5,5,5,5,555
14554,79,8,6641,4,5,5,5,455
14555,393,3,3239,2,1,3,3,213
14556,1292,1,332,1,1,1,1,111
14557,394,5,3889,2,3,3,3,233
14558,73,7,4080,4,4,3,3,443
14559,136,2,2465,4,1,2,2,412
14560,15,6,3533,5,4,3,3,543
14561,99,6,4949,4,4,4,4,444
14562,561,7,4818,1,4,4,4,144
14563,16,4,2854,5,2,2,2,522
14564,240,4,3071,3,2,3,3,323
14565,375,2,1490,2,1,1,1,211
14566,240,6,5310,3,4,4,4,344
14567,946,1,278,1,1,1,1,111
14568,96,5,2506,4,3,2,2,432
14569,384,5,6213,2,3,5,5,235
14570,156,10,6023,3,5,5,5,355
14571,18,4,3722,5,2,3,3,523
14572,608,4,5371,1,2,4,4,124
14573,44,5,3884,5,3,3,3,533
14574,313,3,1773,2,1,1,1,211
14575,83,3,1200,4,1,1,1,411
14576,63,5,4853,4,3,4,4,434
14577,187,5,4316,3,3,4,4,334
14578,413,4,2628,2,2,2,2,222
14579,167,5,3332,3,3,3,3,333
14580,167,7,6128,3,4,5,5,345
14581,329,5,4577,2,3,4,4,234
14582,280,6,3345,2,4,3,3,243
14583,125,3,2159,4,1,2,2,412
14584,86,7,5639,4,4,5,5,445
14585,470,6,3439,1,4,3,3,143
14586,196,5,4200,3,3,4,4,334
14587,4,5,3427,5,3,3,3,533
14588,82,3,3817,4,1,3,3,413
14589,96,1,1810,4,1,1,1,411
14590,282,6,3999,2,4,3,3,243
14591,326,4,4109,2,2,3,3,223
14592,763,4,4759,1,2,4,4,124
14593,331,8,4131,2,5,3,3,253
14594,647,3,1298,1,1,1,1,111
14595,547,5,5550,1,3,4,4,134
14596,260,4,3948,2,2,3,3,223
14597,74,2,2102,4,1,2,2,412
14598,50,6,6765,5,4,5,5,545
14599,195,3,3140,3,1,3,3,313
14600,519,3,1912,1,1,1,1,111
14601,246,7,9004,3,4,5,5,345
14602,114,6,3312,4,4,3,3,443
14603,56,4,1237,5,2,1,1,521
14604,74,2,2138,4,1,2,2,412
14605,278,4,1084,2,2,1,1,221
14606,59,3,1828,5,1,1,1,511
14607,91,1,1116,4,1,1,1,411
14608,272,3,1957,2,1,1,1,211
14609,308,4,2704,2,2,2,2,222
14610,27,7,3218,5,4,3,3,543
14611,312,3,2805,2,1,2,2,212
14612,615,2,669,1,1,1,1,111
14613,123,1,604,4,1,1,1,411
14614,9,4,3504,5,2,3,3,523
14615,752,4,2509,1,2,2,2,122
14616,542,2,2375,1,1,2,2,112
14617,144,4,2463,3,2,2,2,322
14618,3,5,2721,5,3,2,2,532
14619,537,3,4476,1,1,4,4,114
14620,433,5,3912,1,3,3,3,133
14621,235,6,3992,3,4,3,3,343
14622,295,5,3175,2,3,3,3,233
14623,255,3,2913,2,1,2,2,212
14624,588,3,1696,1,1,1,1,111
14625,64,6,3533,4,4,3,3,443
14626,44,4,3764,5,2,3,3,523
14627,226,5,3572,3,3,3,3,333
14628,192,5,2767,3,3,2,2,332
14629,3,8,8380,5,5,5,5,555
14630,14,5,5352,5,3,4,4,534
14631,8,6,4272,5,4,4,4,544
14632,75,4,3922,4,2,3,3,423
14633,183,8,3100,3,5,3,3,353
14634,10,4,2996,5,2,2,2,522
14635,329,5,3517,2,3,3,3,233
14636,225,6,3420,3,4,3,3,343
14637,180,1,470,3,1,1,1,311
14638,169,5,6770,3,3,5,5,335
14639,184,6,4226,3,4,4,4,344
14640,18,8,6423,5,5,5,5,555
14641,51,5,4835,5,3,4,4,534
14642,110,4,4314,4,2,4,4,424
14643,217,7,6366,3,4,5,5,345
14644,21,5,5264,5,3,4,4,534
14645,115,9,5812,4,5,5,5,455
14646,113,3,2502,4,1,2,2,412
14647,56,5,4487,5,3,4,4,534
14648,29,7,6315,5,4,5,5,545
14649,206,5,2815,3,3,2,2,332
14650,35,6,8046,5,4,5,5,545
14651,35,6,5370,5,4,4,4,544
14652,364,11,11059,2,5,5,5,255
14653,552,3,2826,1,1,2,2,112
14654,669,3,1705,1,1,1,1,111
14655,505,4,2515,1,2,2,2,122
14656,7,7,5931,5,4,5,5,545
14657,82,3,2820,4,1,2,2,412
14658,61,4,2481,5,2,2,2,522
14659,575,8,5137,1,5,4,4,154
14660,55,4,1756,5,2,1,1,521
14661,462,4,1453,1,2,1,1,121
14662,342,2,2946,2,1,2,2,212
14663,644,1,844,1,1,1,1,111
14664,544,3,2506,1,1,2,2,112
14665,307,3,1709,2,1,1,1,211
14666,69,4,4138,4,2,3,3,423
14667,290,7,4429,2,4,4,4,244
14668,363,4,3583,2,2,3,3,223
14669,490,6,3560,1,4,3,3,143
14670,108,8,6651,4,5,5,5,455
14671,433,5,1967,1,3,1,1,131
14672,451,4,3961,1,2,3,3,123
14673,61,8,7991,5,5,5,5,555
14674,309,2,879,2,1,1,1,211
14675,138,6,7147,4,4,5,5,445
14676,164,5,3752,3,3,3,3,333
14677,645,2,1100,1,1,1,1,111
14678,294,2,666,2,1,1,1,211
14679,326,7,4593,2,4,4,4,244
14680,66,4,1020,4,2,1,1,421
14681,22,8,7462,5,5,5,5,555
14682,126,5,2432,4,3,2,2,432
14683,494,4,3871,1,2,3,3,123
14684,58,4,1787,5,2,1,1,521
14685,193,7,4910,3,4,4,4,344
14686,275,6,3612,2,4,3,3,243
14687,279,3,2981,2,1,2,2,212
14688,267,3,3348,2,1,3,3,213
14689,288,4,3593,2,2,3,3,223
14690,844,2,2215,1,1,2,2,112
14692,51,9,6345,5,5,5,5,555
14693,57,5,3329,5,3,3,3,533
14694,817,3,1555,1,1,1,1,111
14695,178,3,2992,3,1,2,2,312
14696,281,5,3526,2,3,3,3,233
14697,1086,4,4096,1,2,3,3,123
14698,295,6,5395,2,4,4,4,244
14699,9,6,5885,5,4,5,5,545
14700,17,7,5752,5,4,5,5,545
14701,19,5,2650,5,3,2,2,532
14702,361,4,2417,2,2,2,2,222
14703,67,2,746,4,1,1,1,411
14704,729,2,2819,1,1,2,2,112
14705,133,7,6263,4,4,5,5,445
14706,120,8,4222,4,5,4,4,454
14707,123,5,3863,4,3,3,3,433
14708,193,8,3937,3,5,3,3,353
14709,196,3,1089,3,1,1,1,311
14710,57,4,4238,5,2,4,4,524
14711,24,6,6180,5,4,5,5,545
14712,267,3,4838,2,1,4,4,214
14713,283,5,5740,2,3,5,5,235
14714,184,8,3903,3,5,3,3,353
14715,252,5,2756,2,3,2,2,232
14716,520,1,313,1,1,1,1,111
14717,82,7,7925,4,4,5,5,445
14718,691,1,861,1,1,1,1,111
14719,53,4,4454,5,2,4,4,524
14720,286,4,1834,2,2,1,1,221
14721,24,7,5006,5,4,4,4,544
14722,122,4,2234,4,2,2,2,422
14723,384,6,3994,2,4,3,3,243
14724,7,9,4508,5,5,4,4,554
14725,48,3,3072,5,1,3,3,513
14726,51,4,1218,5,2,1,1,521
14727,74,4,3347,4,2,3,3,423
14728,245,8,6608,3,5,5,5,355
14729,106,6,7068,4,4,5,5,445
14730,203,6,3904,3,4,3,3,343
14731,46,6,2711,5,4,2,2,542
14732,222,4,4787,3,2,4,4,324
14733,177,6,4196,3,4,4,4,344
14734,337,3,3587,2,1,3,3,213
14735,339,5,4763,2,3,4,4,234
14736,91,5,5166,4,3,4,4,434
14738,267,5,4975,2,3,4,4,234
14739,81,2,529,4,1,1,1,411
14740,649,6,3473,1,4,3,3,143
14741,163,6,3416,3,4,3,3,343
14742,11,3,2591,5,1,2,2,512
14743,250,6,3241,2,4,3,3,243
14744,251,7,8844,2,4,5,5,245
14745,382,4,3365,2,2,3,3,223
14746,106,4,1021,4,2,1,1,421
14747,124,5,3399,4,3,3,3,433
14748,46,7,3561,5,4,3,3,543
14749,94,5,6226,4,3,5,5,435
14750,745,5,1393,1,3,1,1,131
14751,210,4,3470,3,2,3,3,323
14752,248,4,1907,2,2,1,1,221
14753,941,5,6201,1,3,5,5,135
14754,38,5,4350,5,3,4,4,534
14755,328,2,595,2,1,1,1,211
14756,106,7,5225,4,4,4,4,444
14757,591,4,1916,1,2,1,1,121
14758,372,6,3724,2,4,3,3,243
14759,466,4,5108,1,2,4,4,124
14760,347,4,1685,2,2,1,1,221
14761,4,8,6048,5,5,5,5,555
14762,363,10,4224,2,5,4,4,254
14763,300,3,3975,2,1,3,3,213
14764,482,3,1357,1,1,1,1,111
14765,327,8,4626,2,5,4,4,254
14766,48,7,5991,5,4,5,5,545
14767,188,8,7277,3,5,5,5,355
14768,1073,1,378,1,1,1,1,111
14769,291,6,4011,2,4,3,3,243
14770,1097,1,1326,1,1,1,1,111
14771,812,5,4928,1,3,4,4,134
14772,62,13,11335,4,5,5,5,455
14773,1,11,12392,5,5,5,5,555
14774,596,4,5599,1,2,5,5,125
14775,16,4,3310,5,2,3,3,523
14776,106,8,4603,4,5,4,4,454
14777,236,7,6939,3,4,5,5,345
14778,87,7,3802,4,4,3,3,443
14779,883,2,2382,1,1,2,2,112
14780,421,4,3630,2,2,3,3,223
14781,112,11,4030,4,5,3,3,453
14782,257,5,3564,2,3,3,3,233
14783,12,3,3785,5,1,3,3,513
14784,171,6,1920,3,4,1,1,341
14785,54,3,2998,5,1,2,2,512
14786,602,4,4022,1,2,3,3,123
14787,462,4,5552,1,2,4,4,124
14788,165,6,4970,3,4,4,4,344
14789,447,4,3881,1,2,3,3,123
14790,120,8,3787,4,5,3,3,453
14791,52,3,1417,5,1,1,1,511
14792,219,11,7733,3,5,5,5,355
14793,33,5,3178,5,3,3,3,533
14794,184,6,5910,3,4,5,5,345
14795,122,7,7269,4,4,5,5,445
14796,800,2,523,1,1,1,1,111
14797,125,6,4529,4,4,4,4,444
14798,1,6,5099,5,4,4,4,544
14799,369,6,4487,2,4,4,4,244
14800,107,5,4375,4,3,4,4,434
14801,535,6,8116,1,4,5,5,145
14802,69,6,2025,4,4,2,2,442
14803,34,5,3851,5,3,3,3,533
14804,173,6,4922,3,4,4,4,344
14805,537,3,1228,1,1,1,1,111
14806,67,6,3622,4,4,3,3,443
14807,266,7,5479,2,4,4,4,244
14808,3,3,3303,5,1,3,3,513
14809,323,6,5209,2,4,4,4,244
14810,157,4,3479,3,2,3,3,323
14811,501,4,3033,1,2,2,2,122
14812,492,3,3105,1,1,3,3,113
14813,97,4,4060,4,2,3,3,423
14814,412,4,3528,2,2,3,3,223
14815,251,4,1592,2,2,1,1,221
14816,89,6,3929,4,4,3,3,443
14817,51,4,4291,5,2,4,4,524
14818,430,6,5582,2,4,5,5,245
14819,273,4,4033,2,2,3,3,223
14820,592,5,3066,1,3,3,3,133
14821,142,4,2678,3,2,2,2,322
14822,208,5,3701,3,3,3,3,333
14823,33,3,1635,5,1,1,1,511
14824,27,2,1836,5,1,1,1,511
14825,77,4,4595,4,2,4,4,424
14826,148,8,4730,3,5,4,4,354
14827,248,3,2520,2,1,2,2,212
14828,399,3,2528,2,1,2,2,212
14829,113,7,3631,4,4,3,3,443
14830,203,6,2675,3,4,2,2,342
14831,660,7,6936,1,4,5,5,145
14832,31,9,6576,5,5,5,5,555
14833,1078,2,1142,1,1,1,1,111
14834,654,6,4254,1,4,4,4,144
14835,443,6,5307,1,4,4,4,144
14836,191,8,8266,3,5,5,5,355
14837,370,6,5161,2,4,4,4,244
14838,41,5,3697,5,3,3,3,533
14839,26,7,4921,5,4,4,4,544
14840,779,2,1951,1,1,1,1,111
14841,49,6,3451,5,4,3,3,543
14842,86,4,3657,4,2,3,3,423
14843,574,4,2715,1,2,2,2,122
14844,236,4,3768,3,2,3,3,323
14845,74,5,4580,4,3,4,4,434
14846,446,5,5827,1,3,5,5,135
14847,58,12,8345,5,5,5,5,555
14848,73,5,1958,4,3,1,1,431
14849,57,8,8160,5,5,5,5,555
14850,114,6,6191,4,4,5,5,445
14851,243,4,3215,3,2,3,3,323
14852,988,3,1741,1,1,1,1,111
14853,111,4,3719,4,2,3,3,423
14854,569,5,3405,1,3,3,3,133
14855,654,6,4254,1,4,4,4,144
14856,270,6,5178,2,4,4,4,244
14857,357,8,6625,2,5,5,5,255
14858,100,8,7424,4,5,5,5,455
14859,337,3,1408,2,1,1,1,211
14860,173,8,8233,3,5,5,5,355
14861,60,10,9007,5,5,5,5,555
14862,190,2,1606,3,1,1,1,311
14863,779,3,2899,1,1,2,2,112
14864,865,2,2337,1,1,2,2,112
14865,177,7,5430,3,4,4,4,344
14866,396,5,3708,2,3,3,3,233
14867,9,8,5740,5,5,5,5,555
14868,302,4,3513,2,2,3,3,223
14869,49,8,7136,5,5,5,5,555
14870,469,3,4180,1,1,4,4,114
14871,84,8,5911,4,5,5,5,455
14872,319,3,2344,2,1,2,2,212
14873,738,2,230,1,1,1,1,111
14874,107,6,5526,4,4,4,4,444
14875,286,3,4723,2,1,4,4,214
14876,100,3,722,4,1,1,1,411
14877,540,2,830,1,1,1,1,111
14878,751,4,1972,1,2,1,1,121
14879,178,6,4377,3,4,4,4,344
14880,245,6,8427,3,4,5,5,345
14881,367,5,5617,2,3,5,5,235
14882,217,4,3544,3,2,3,3,323
14883,179,4,707,3,2,1,1,321
14884,49,5,3437,5,3,3,3,533
14885,291,5,4350,2,3,4,4,234
14886,128,4,1749,4,2,1,1,421
14887,30,8,2923,5,5,2,2,552
14888,202,8,5171,3,5,4,4,354
14889,913,2,2595,1,1,2,2,112
14890,192,6,3840,3,4,3,3,343
14891,161,7,6362,3,4,5,5,345
14892,274,6,4161,2,4,4,4,244
14893,61,4,2339,5,2,2,2,522
14894,68,2,2463,4,1,2,2,412
14895,33,3,1574,5,1,1,1,511
14896,122,10,7510,4,5,5,5,455
14897,548,3,1526,1,1,1,1,111
14898,187,7,5158,3,4,4,4,344
14899,21,7,5336,5,4,4,4,544
14900,610,5,5403,1,3,4,4,134
14901,56,3,2086,5,1,2,2,512
14902,932,4,2611,1,2,2,2,122
14903,5,11,8261,5,5,5,5,555
14904,37,4,2457,5,2,2,2,522
14905,17,7,5330,5,4,4,4,544
14906,502,6,1834,1,4,1,1,141
14907,308,3,1074,2,1,1,1,211
14908,253,7,4967,2,4,4,4,244
14909,141,2,1503,3,1,1,1,311
14910,173,1,888,3,1,1,1,311
14911,97,7,3319,4,4,3,3,443
14912,151,5,4707,3,3,4,4,334
14913,207,8,11373,3,5,5,5,355
14914,174,5,5450,3,3,4,4,334
14915,35,7,4002,5,4,3,3,543
14916,219,8,6745,3,5,5,5,355
14917,252,8,6889,2,5,5,5,255
14918,286,2,1478,2,1,1,1,211
14919,94,5,2497,4,3,2,2,432
14920,205,5,1350,3,3,1,1,331
14921,33,7,4014,5,4,3,3,543
14922,6,5,3822,5,3,3,3,533
14923,41,7,3652,5,4,3,3,543
14924,622,3,3074,1,1,3,3,113
14925,746,4,3269,1,2,3,3,123
14926,27,5,4484,5,3,4,4,534
14927,361,12,9613,2,5,5,5,255
14928,58,7,4636,5,4,4,4,544
14929,463,5,3287,1,3,3,3,133
14930,216,12,12503,3,5,5,5,355
14931,231,5,3007,3,3,2,2,332
14932,285,5,2207,2,3,2,2,232
14933,570,2,1010,1,1,1,1,111
14934,618,5,3809,1,3,3,3,133
14935,232,7,2188,3,4,2,2,342
14936,679,5,3319,1,3,3,3,133
14937,219,10,10885,3,5,5,5,355
14938,75,8,5536,4,5,4,4,454
14939,211,5,1080,3,3,1,1,331
14940,122,8,8834,4,5,5,5,455
14941,203,10,8513,3,5,5,5,355
14942,292,4,2516,2,2,2,2,222
14943,54,5,3802,5,3,3,3,533
14944,326,3,2319,2,1,2,2,212
14945,172,7,3140,3,4,3,3,343
14946,742,5,1276,1,3,1,1,131
14947,9,5,5227,5,3,4,4,534
14948,203,5,3545,3,3,3,3,333
14949,78,6,3106,4,4,3,3,443
14950,1310,1,129,1,1,1,1,111
14951,873,2,2125,1,1,2,2,112
14952,297,4,2415,2,2,2,2,222
14953,287,3,2366,2,1,2,2,212
14954,14,6,1493,5,4,1,1,541
14955,258,4,2994,2,2,2,2,222
14956,444,5,1487,1,3,1,1,131
14957,662,4,3454,1,2,3,3,123
14958,264,3,1081,2,1,1,1,211
14959,151,3,2576,3,1,2,2,312
14960,86,8,3677,4,5,3,3,453
14961,35,6,3777,5,4,3,3,543
14962,236,7,2559,3,4,2,2,342
14963,141,2,2885,3,1,2,2,312
14964,267,3,1856,2,1,1,1,211
14965,316,3,1354,2,1,1,1,211
14966,22,6,6401,5,4,5,5,545
14967,676,4,3785,1,2,3,3,123
14968,167,4,3125,3,2,3,3,323
14969,101,3,967,4,1,1,1,411
14970,83,9,11045,4,5,5,5,455
14971,50,7,8070,5,4,5,5,545
14972,429,6,5316,2,4,4,4,244
14973,254,6,4660,2,4,4,4,244
14974,679,2,334,1,1,1,1,111
14975,72,5,4764,4,3,4,4,434
14976,297,2,1090,2,1,1,1,211
14977,44,6,3937,5,4,3,3,543
14978,126,4,2522,4,2,2,2,422
14979,284,3,1982,2,1,2,2,212
14980,57,9,4814,5,5,4,4,554
14981,33,4,3458,5,2,3,3,523
14982,207,2,734,3,1,1,1,311
14983,88,6,3823,4,4,3,3,443
14984,138,7,5419,4,4,4,4,444
14985,77,7,3065,4,4,3,3,443
14986,679,4,4180,1,2,4,4,124
14987,513,11,7774,1,5,5,5,155
14988,517,7,7801,1,4,5,5,145
14989,359,5,3604,2,3,3,3,233
14990,42,7,5469,5,4,4,4,544
14991,341,8,5227,2,5,4,4,254
14992,426,9,7898,2,5,5,5,255
14993,529,6,3313,1,4,3,3,143
14994,155,9,7116,3,5,5,5,355
14995,495,1,270,1,1,1,1,111
14996,747,3,915,1,1,1,1,111
14997,308,3,4213,2,1,4,4,214
14998,179,4,3092,3,2,3,3,323
14999,144,4,2992,3,2,2,2,322
15000,184,5,4629,3,3,4,4,334
15001,280,3,2473,2,1,2,2,212
15002,209,3,5418,3,1,4,4,314
15003,219,7,4498,3,4,4,4,344
15004,424,3,2312,2,1,2,2,212
15005,265,2,1182,2,1,1,1,211
15006,21,4,5151,5,2,4,4,524
15007,201,7,4654,3,4,4,4,344
15008,1,2,2100,5,1,2,2,512
15009,472,5,4058,1,3,3,3,133
15010,344,5,5629,2,3,5,5,235
15011,550,8,4599,1,5,4,4,154
15012,14,6,3011,5,4,2,2,542
15013,121,7,4192,4,4,4,4,444
